from_id,from_label,date,to_id,to_label,to_name,to_color,function_id,function_color,function_english,function,amount,Currency
AC,Amministrazioni Centrali,1996,02,Valle d'Aosta,italy-Valle d'Aosta,#E29826,3,#D32645,Public Safety,Sicurezza pubblica,31168350,EUR
AC,Amministrazioni Centrali,1996,02,Valle d'Aosta,italy-Valle d'Aosta,#E29826,4,#481B79,Justice,Giustizia,3031150,EUR
AC,Amministrazioni Centrali,1996,02,Valle d'Aosta,italy-Valle d'Aosta,#E29826,5,#6AAC32,Education,Istruzione,136510,EUR
AC,Amministrazioni Centrali,1996,02,Valle d'Aosta,italy-Valle d'Aosta,#E29826,7,#2458A3,Research & Development (R & D),Ricerca e Sviluppo (R. & S.),1055520,EUR
AC,Amministrazioni Centrali,1996,02,Valle d'Aosta,italy-Valle d'Aosta,#E29826,8,#EDC92D,Culture and recreation facilities,Cultura e servizi ricreativi,6463680,EUR
AC,Amministrazioni Centrali,1996,02,Valle d'Aosta,italy-Valle d'Aosta,#E29826,9,#449256,Housing and Urban,Edilizia abitativa e urbanistica,1876150,EUR
AC,Amministrazioni Centrali,1996,02,Valle d'Aosta,italy-Valle d'Aosta,#E29826,10,#2458A3,Health ',Sanita',3831240,EUR
AC,Amministrazioni Centrali,1996,02,Valle d'Aosta,italy-Valle d'Aosta,#E29826,11,#C22769,Interventions in the social sphere (assist. and benefits.),Interventi in campo sociale (assist. e benef.),22001880,EUR
AC,Amministrazioni Centrali,1996,02,Valle d'Aosta,italy-Valle d'Aosta,#E29826,12,#211D79,Water,Acqua,1089560,EUR
AC,Amministrazioni Centrali,1996,02,Valle d'Aosta,italy-Valle d'Aosta,#E29826,14,#44913D,Environment,Ambiente,68850,EUR
AC,Amministrazioni Centrali,1996,02,Valle d'Aosta,italy-Valle d'Aosta,#E29826,17,#7A2077,Labour,Lavoro,2387700,EUR
AC,Amministrazioni Centrali,1996,02,Valle d'Aosta,italy-Valle d'Aosta,#E29826,18,#CA221D,Retirement and wage subsidies,Previdenza e Integrazioni Salariali,484469110,EUR
AC,Amministrazioni Centrali,1996,02,Valle d'Aosta,italy-Valle d'Aosta,#E29826,19,#14388C,Other transport,Altri trasporti,57353740,EUR
AC,Amministrazioni Centrali,1996,02,Valle d'Aosta,italy-Valle d'Aosta,#E29826,20,#CD531C,ROAD ',Viabilita',12607730,EUR
AC,Amministrazioni Centrali,1996,02,Valle d'Aosta,italy-Valle d'Aosta,#E29826,21,#42928F,Telecommunications,Telecomunicazioni,19215820,EUR
AC,Amministrazioni Centrali,1996,02,Valle d'Aosta,italy-Valle d'Aosta,#E29826,22,#449256,Agriculture,Agricoltura,2993770,EUR
AC,Amministrazioni Centrali,1996,02,Valle d'Aosta,italy-Valle d'Aosta,#E29826,24,#E29826,Tourism,Turismo,2360960,EUR
AC,Amministrazioni Centrali,1996,02,Valle d'Aosta,italy-Valle d'Aosta,#E29826,25,#2458A3,Commerce,Commercio,9214590,EUR
AC,Amministrazioni Centrali,1996,02,Valle d'Aosta,italy-Valle d'Aosta,#E29826,26,#42928F,Industry and Handicrafts,Industria e Artigianato,54765590,EUR
AC,Amministrazioni Centrali,1996,02,Valle d'Aosta,italy-Valle d'Aosta,#E29826,27,#CA221D,Energy,Energia,1774520,EUR
AC,Amministrazioni Centrali,1996,02,Valle d'Aosta,italy-Valle d'Aosta,#E29826,29,#EDC92D,Other economic sectors,Altre in campo economico,27222870,EUR
AC,Amministrazioni Centrali,1996,02,Valle d'Aosta,italy-Valle d'Aosta,#E29826,30,#42928F,Unclassified expenditure,Oneri non ripartibili,154027040,EUR
AC,Amministrazioni Centrali,1996,03,Lombardia,italy-Lombardia,#CD531C,1,#449256,General Administration,Amministrazione Generale,5467769050,EUR
AC,Amministrazioni Centrali,1996,03,Lombardia,italy-Lombardia,#CD531C,2,#6AAC32,Defence,Difesa,757473700,EUR
AC,Amministrazioni Centrali,1996,03,Lombardia,italy-Lombardia,#CD531C,3,#D32645,Public Safety,Sicurezza pubblica,880524490,EUR
AC,Amministrazioni Centrali,1996,03,Lombardia,italy-Lombardia,#CD531C,4,#481B79,Justice,Giustizia,422004060,EUR
AC,Amministrazioni Centrali,1996,03,Lombardia,italy-Lombardia,#CD531C,5,#6AAC32,Education,Istruzione,2835547190,EUR
AC,Amministrazioni Centrali,1996,03,Lombardia,italy-Lombardia,#CD531C,7,#2458A3,Research & Development (R & D),Ricerca e Sviluppo (R. & S.),250520750,EUR
AC,Amministrazioni Centrali,1996,03,Lombardia,italy-Lombardia,#CD531C,8,#EDC92D,Culture and recreation facilities,Cultura e servizi ricreativi,612508500,EUR
AC,Amministrazioni Centrali,1996,03,Lombardia,italy-Lombardia,#CD531C,9,#449256,Housing and Urban,Edilizia abitativa e urbanistica,285888680,EUR
AC,Amministrazioni Centrali,1996,03,Lombardia,italy-Lombardia,#CD531C,10,#2458A3,Health ',Sanita',329126790,EUR
AC,Amministrazioni Centrali,1996,03,Lombardia,italy-Lombardia,#CD531C,11,#C22769,Interventions in the social sphere (assist. and benefits.),Interventi in campo sociale (assist. e benef.),2253562440,EUR
AC,Amministrazioni Centrali,1996,03,Lombardia,italy-Lombardia,#CD531C,12,#211D79,Water,Acqua,32369260,EUR
AC,Amministrazioni Centrali,1996,03,Lombardia,italy-Lombardia,#CD531C,14,#44913D,Environment,Ambiente,8495700,EUR
AC,Amministrazioni Centrali,1996,03,Lombardia,italy-Lombardia,#CD531C,17,#7A2077,Labour,Lavoro,62292470,EUR
AC,Amministrazioni Centrali,1996,03,Lombardia,italy-Lombardia,#CD531C,18,#CA221D,Retirement and wage subsidies,Previdenza e Integrazioni Salariali,31487223220,EUR
AC,Amministrazioni Centrali,1996,03,Lombardia,italy-Lombardia,#CD531C,19,#14388C,Other transport,Altri trasporti,1273562300,EUR
AC,Amministrazioni Centrali,1996,03,Lombardia,italy-Lombardia,#CD531C,20,#CD531C,ROAD ',Viabilita',260165930,EUR
AC,Amministrazioni Centrali,1996,03,Lombardia,italy-Lombardia,#CD531C,21,#42928F,Telecommunications,Telecomunicazioni,349220730,EUR
AC,Amministrazioni Centrali,1996,03,Lombardia,italy-Lombardia,#CD531C,22,#449256,Agriculture,Agricoltura,161531330,EUR
AC,Amministrazioni Centrali,1996,03,Lombardia,italy-Lombardia,#CD531C,24,#E29826,Tourism,Turismo,11668620,EUR
AC,Amministrazioni Centrali,1996,03,Lombardia,italy-Lombardia,#CD531C,25,#2458A3,Commerce,Commercio,216188880,EUR
AC,Amministrazioni Centrali,1996,03,Lombardia,italy-Lombardia,#CD531C,26,#42928F,Industry and Handicrafts,Industria e Artigianato,381513420,EUR
AC,Amministrazioni Centrali,1996,03,Lombardia,italy-Lombardia,#CD531C,27,#CA221D,Energy,Energia,8204040,EUR
AC,Amministrazioni Centrali,1996,03,Lombardia,italy-Lombardia,#CD531C,29,#EDC92D,Other economic sectors,Altre in campo economico,1245307720,EUR
AC,Amministrazioni Centrali,1996,03,Lombardia,italy-Lombardia,#CD531C,30,#42928F,Unclassified expenditure,Oneri non ripartibili,23447444480,EUR
AC,Amministrazioni Centrali,1996,05,Veneto,italy-Veneto,#CA221D,1,#449256,General Administration,Amministrazione Generale,1651295060,EUR
AC,Amministrazioni Centrali,1996,05,Veneto,italy-Veneto,#CA221D,2,#6AAC32,Defence,Difesa,781692140,EUR
AC,Amministrazioni Centrali,1996,05,Veneto,italy-Veneto,#CA221D,3,#D32645,Public Safety,Sicurezza pubblica,441960410,EUR
AC,Amministrazioni Centrali,1996,05,Veneto,italy-Veneto,#CA221D,4,#481B79,Justice,Giustizia,162484050,EUR
AC,Amministrazioni Centrali,1996,05,Veneto,italy-Veneto,#CA221D,5,#6AAC32,Education,Istruzione,1586067400,EUR
AC,Amministrazioni Centrali,1996,05,Veneto,italy-Veneto,#CA221D,7,#2458A3,Research & Development (R & D),Ricerca e Sviluppo (R. & S.),78019970,EUR
AC,Amministrazioni Centrali,1996,05,Veneto,italy-Veneto,#CA221D,8,#EDC92D,Culture and recreation facilities,Cultura e servizi ricreativi,313754780,EUR
AC,Amministrazioni Centrali,1996,05,Veneto,italy-Veneto,#CA221D,9,#449256,Housing and Urban,Edilizia abitativa e urbanistica,128711300,EUR
AC,Amministrazioni Centrali,1996,05,Veneto,italy-Veneto,#CA221D,10,#2458A3,Health ',Sanita',245487130,EUR
AC,Amministrazioni Centrali,1996,05,Veneto,italy-Veneto,#CA221D,11,#C22769,Interventions in the social sphere (assist. and benefits.),Interventi in campo sociale (assist. e benef.),1355595540,EUR
AC,Amministrazioni Centrali,1996,05,Veneto,italy-Veneto,#CA221D,12,#211D79,Water,Acqua,57520160,EUR
AC,Amministrazioni Centrali,1996,05,Veneto,italy-Veneto,#CA221D,14,#44913D,Environment,Ambiente,11265860,EUR
AC,Amministrazioni Centrali,1996,05,Veneto,italy-Veneto,#CA221D,17,#7A2077,Labour,Lavoro,41675950,EUR
AC,Amministrazioni Centrali,1996,05,Veneto,italy-Veneto,#CA221D,18,#CA221D,Retirement and wage subsidies,Previdenza e Integrazioni Salariali,13334816560,EUR
AC,Amministrazioni Centrali,1996,05,Veneto,italy-Veneto,#CA221D,19,#14388C,Other transport,Altri trasporti,808400460,EUR
AC,Amministrazioni Centrali,1996,05,Veneto,italy-Veneto,#CA221D,20,#CD531C,ROAD ',Viabilita',94471920,EUR
AC,Amministrazioni Centrali,1996,05,Veneto,italy-Veneto,#CA221D,21,#42928F,Telecommunications,Telecomunicazioni,184157890,EUR
AC,Amministrazioni Centrali,1996,05,Veneto,italy-Veneto,#CA221D,22,#449256,Agriculture,Agricoltura,103738090,EUR
AC,Amministrazioni Centrali,1996,05,Veneto,italy-Veneto,#CA221D,24,#E29826,Tourism,Turismo,3947100,EUR
AC,Amministrazioni Centrali,1996,05,Veneto,italy-Veneto,#CA221D,25,#2458A3,Commerce,Commercio,98371730,EUR
AC,Amministrazioni Centrali,1996,05,Veneto,italy-Veneto,#CA221D,26,#42928F,Industry and Handicrafts,Industria e Artigianato,121271930,EUR
AC,Amministrazioni Centrali,1996,05,Veneto,italy-Veneto,#CA221D,27,#CA221D,Energy,Energia,2841680,EUR
AC,Amministrazioni Centrali,1996,05,Veneto,italy-Veneto,#CA221D,29,#EDC92D,Other economic sectors,Altre in campo economico,737190660,EUR
AC,Amministrazioni Centrali,1996,05,Veneto,italy-Veneto,#CA221D,30,#42928F,Unclassified expenditure,Oneri non ripartibili,5226008690,EUR
AC,Amministrazioni Centrali,1996,06,Friuli Venezia,italy-Friuli Venezia,#D32645,1,#449256,General Administration,Amministrazione Generale,639319860,EUR
AC,Amministrazioni Centrali,1996,06,Friuli Venezia,italy-Friuli Venezia,#D32645,2,#6AAC32,Defence,Difesa,422784760,EUR
AC,Amministrazioni Centrali,1996,06,Friuli Venezia,italy-Friuli Venezia,#D32645,3,#D32645,Public Safety,Sicurezza pubblica,220572530,EUR
AC,Amministrazioni Centrali,1996,06,Friuli Venezia,italy-Friuli Venezia,#D32645,4,#481B79,Justice,Giustizia,62263110,EUR
AC,Amministrazioni Centrali,1996,06,Friuli Venezia,italy-Friuli Venezia,#D32645,5,#6AAC32,Education,Istruzione,431412340,EUR
AC,Amministrazioni Centrali,1996,06,Friuli Venezia,italy-Friuli Venezia,#D32645,7,#2458A3,Research & Development (R & D),Ricerca e Sviluppo (R. & S.),34979360,EUR
AC,Amministrazioni Centrali,1996,06,Friuli Venezia,italy-Friuli Venezia,#D32645,8,#EDC92D,Culture and recreation facilities,Cultura e servizi ricreativi,90273780,EUR
AC,Amministrazioni Centrali,1996,06,Friuli Venezia,italy-Friuli Venezia,#D32645,9,#449256,Housing and Urban,Edilizia abitativa e urbanistica,33470500,EUR
AC,Amministrazioni Centrali,1996,06,Friuli Venezia,italy-Friuli Venezia,#D32645,10,#2458A3,Health ',Sanita',47293460,EUR
AC,Amministrazioni Centrali,1996,06,Friuli Venezia,italy-Friuli Venezia,#D32645,11,#C22769,Interventions in the social sphere (assist. and benefits.),Interventi in campo sociale (assist. e benef.),457568070,EUR
AC,Amministrazioni Centrali,1996,06,Friuli Venezia,italy-Friuli Venezia,#D32645,12,#211D79,Water,Acqua,13738840,EUR
AC,Amministrazioni Centrali,1996,06,Friuli Venezia,italy-Friuli Venezia,#D32645,14,#44913D,Environment,Ambiente,1832540,EUR
AC,Amministrazioni Centrali,1996,06,Friuli Venezia,italy-Friuli Venezia,#D32645,17,#7A2077,Labour,Lavoro,18954980,EUR
AC,Amministrazioni Centrali,1996,06,Friuli Venezia,italy-Friuli Venezia,#D32645,18,#CA221D,Retirement and wage subsidies,Previdenza e Integrazioni Salariali,4825458240,EUR
AC,Amministrazioni Centrali,1996,06,Friuli Venezia,italy-Friuli Venezia,#D32645,19,#14388C,Other transport,Altri trasporti,333922040,EUR
AC,Amministrazioni Centrali,1996,06,Friuli Venezia,italy-Friuli Venezia,#D32645,20,#CD531C,ROAD ',Viabilita',47540030,EUR
AC,Amministrazioni Centrali,1996,06,Friuli Venezia,italy-Friuli Venezia,#D32645,21,#42928F,Telecommunications,Telecomunicazioni,127773230,EUR
AC,Amministrazioni Centrali,1996,06,Friuli Venezia,italy-Friuli Venezia,#D32645,22,#449256,Agriculture,Agricoltura,24610420,EUR
AC,Amministrazioni Centrali,1996,06,Friuli Venezia,italy-Friuli Venezia,#D32645,24,#E29826,Tourism,Turismo,2622980,EUR
AC,Amministrazioni Centrali,1996,06,Friuli Venezia,italy-Friuli Venezia,#D32645,25,#2458A3,Commerce,Commercio,97801050,EUR
AC,Amministrazioni Centrali,1996,06,Friuli Venezia,italy-Friuli Venezia,#D32645,26,#42928F,Industry and Handicrafts,Industria e Artigianato,78948540,EUR
AC,Amministrazioni Centrali,1996,06,Friuli Venezia,italy-Friuli Venezia,#D32645,27,#CA221D,Energy,Energia,1888980,EUR
AC,Amministrazioni Centrali,1996,06,Friuli Venezia,italy-Friuli Venezia,#D32645,29,#EDC92D,Other economic sectors,Altre in campo economico,150260500,EUR
AC,Amministrazioni Centrali,1996,06,Friuli Venezia,italy-Friuli Venezia,#D32645,30,#42928F,Unclassified expenditure,Oneri non ripartibili,2193406180,EUR
AC,Amministrazioni Centrali,1996,07,Liguria,italy-Liguria,#C22769,1,#449256,General Administration,Amministrazione Generale,967727070,EUR
AC,Amministrazioni Centrali,1996,07,Liguria,italy-Liguria,#C22769,2,#6AAC32,Defence,Difesa,559595190,EUR
AC,Amministrazioni Centrali,1996,07,Liguria,italy-Liguria,#C22769,3,#D32645,Public Safety,Sicurezza pubblica,321574990,EUR
AC,Amministrazioni Centrali,1996,07,Liguria,italy-Liguria,#C22769,4,#481B79,Justice,Giustizia,102836210,EUR
AC,Amministrazioni Centrali,1996,07,Liguria,italy-Liguria,#C22769,5,#6AAC32,Education,Istruzione,507220200,EUR
AC,Amministrazioni Centrali,1996,07,Liguria,italy-Liguria,#C22769,7,#2458A3,Research & Development (R & D),Ricerca e Sviluppo (R. & S.),54188260,EUR
AC,Amministrazioni Centrali,1996,07,Liguria,italy-Liguria,#C22769,8,#EDC92D,Culture and recreation facilities,Cultura e servizi ricreativi,124313700,EUR
AC,Amministrazioni Centrali,1996,07,Liguria,italy-Liguria,#C22769,9,#449256,Housing and Urban,Edilizia abitativa e urbanistica,55355040,EUR
AC,Amministrazioni Centrali,1996,07,Liguria,italy-Liguria,#C22769,10,#2458A3,Health ',Sanita',109511000,EUR
AC,Amministrazioni Centrali,1996,07,Liguria,italy-Liguria,#C22769,11,#C22769,Interventions in the social sphere (assist. and benefits.),Interventi in campo sociale (assist. e benef.),589460050,EUR
AC,Amministrazioni Centrali,1996,07,Liguria,italy-Liguria,#C22769,12,#211D79,Water,Acqua,4832520,EUR
AC,Amministrazioni Centrali,1996,07,Liguria,italy-Liguria,#C22769,14,#44913D,Environment,Ambiente,1339240,EUR
AC,Amministrazioni Centrali,1996,07,Liguria,italy-Liguria,#C22769,17,#7A2077,Labour,Lavoro,25664130,EUR
AC,Amministrazioni Centrali,1996,07,Liguria,italy-Liguria,#C22769,18,#CA221D,Retirement and wage subsidies,Previdenza e Integrazioni Salariali,7375598000,EUR
AC,Amministrazioni Centrali,1996,07,Liguria,italy-Liguria,#C22769,19,#14388C,Other transport,Altri trasporti,605072510,EUR
AC,Amministrazioni Centrali,1996,07,Liguria,italy-Liguria,#C22769,20,#CD531C,ROAD ',Viabilita',98550150,EUR
AC,Amministrazioni Centrali,1996,07,Liguria,italy-Liguria,#C22769,21,#42928F,Telecommunications,Telecomunicazioni,99049120,EUR
AC,Amministrazioni Centrali,1996,07,Liguria,italy-Liguria,#C22769,22,#449256,Agriculture,Agricoltura,31026140,EUR
AC,Amministrazioni Centrali,1996,07,Liguria,italy-Liguria,#C22769,24,#E29826,Tourism,Turismo,6944140,EUR
AC,Amministrazioni Centrali,1996,07,Liguria,italy-Liguria,#C22769,25,#2458A3,Commerce,Commercio,74509320,EUR
AC,Amministrazioni Centrali,1996,07,Liguria,italy-Liguria,#C22769,26,#42928F,Industry and Handicrafts,Industria e Artigianato,198118390,EUR
AC,Amministrazioni Centrali,1996,07,Liguria,italy-Liguria,#C22769,27,#CA221D,Energy,Energia,5189460,EUR
AC,Amministrazioni Centrali,1996,07,Liguria,italy-Liguria,#C22769,29,#EDC92D,Other economic sectors,Altre in campo economico,344184510,EUR
AC,Amministrazioni Centrali,1996,07,Liguria,italy-Liguria,#C22769,30,#42928F,Unclassified expenditure,Oneri non ripartibili,2749552910,EUR
AC,Amministrazioni Centrali,1996,08,Emilia Romagna,italy-Emilia Romagna,#7A2077,1,#449256,General Administration,Amministrazione Generale,1700589920,EUR
AC,Amministrazioni Centrali,1996,08,Emilia Romagna,italy-Emilia Romagna,#7A2077,2,#6AAC32,Defence,Difesa,372202810,EUR
AC,Amministrazioni Centrali,1996,08,Emilia Romagna,italy-Emilia Romagna,#7A2077,3,#D32645,Public Safety,Sicurezza pubblica,523000930,EUR
AC,Amministrazioni Centrali,1996,08,Emilia Romagna,italy-Emilia Romagna,#7A2077,4,#481B79,Justice,Giustizia,195392620,EUR
AC,Amministrazioni Centrali,1996,08,Emilia Romagna,italy-Emilia Romagna,#7A2077,5,#6AAC32,Education,Istruzione,1259553470,EUR
AC,Amministrazioni Centrali,1996,08,Emilia Romagna,italy-Emilia Romagna,#7A2077,7,#2458A3,Research & Development (R & D),Ricerca e Sviluppo (R. & S.),133584540,EUR
AC,Amministrazioni Centrali,1996,08,Emilia Romagna,italy-Emilia Romagna,#7A2077,8,#EDC92D,Culture and recreation facilities,Cultura e servizi ricreativi,287359650,EUR
AC,Amministrazioni Centrali,1996,08,Emilia Romagna,italy-Emilia Romagna,#7A2077,9,#449256,Housing and Urban,Edilizia abitativa e urbanistica,102210180,EUR
AC,Amministrazioni Centrali,1996,08,Emilia Romagna,italy-Emilia Romagna,#7A2077,10,#2458A3,Health ',Sanita',298034580,EUR
AC,Amministrazioni Centrali,1996,08,Emilia Romagna,italy-Emilia Romagna,#7A2077,11,#C22769,Interventions in the social sphere (assist. and benefits.),Interventi in campo sociale (assist. e benef.),1438095830,EUR
AC,Amministrazioni Centrali,1996,08,Emilia Romagna,italy-Emilia Romagna,#7A2077,12,#211D79,Water,Acqua,20694560,EUR
AC,Amministrazioni Centrali,1996,08,Emilia Romagna,italy-Emilia Romagna,#7A2077,14,#44913D,Environment,Ambiente,10605560,EUR
AC,Amministrazioni Centrali,1996,08,Emilia Romagna,italy-Emilia Romagna,#7A2077,17,#7A2077,Labour,Lavoro,45662800,EUR
AC,Amministrazioni Centrali,1996,08,Emilia Romagna,italy-Emilia Romagna,#7A2077,18,#CA221D,Retirement and wage subsidies,Previdenza e Integrazioni Salariali,15637779960,EUR
AC,Amministrazioni Centrali,1996,08,Emilia Romagna,italy-Emilia Romagna,#7A2077,19,#14388C,Other transport,Altri trasporti,784778670,EUR
AC,Amministrazioni Centrali,1996,08,Emilia Romagna,italy-Emilia Romagna,#7A2077,20,#CD531C,ROAD ',Viabilita',139296220,EUR
AC,Amministrazioni Centrali,1996,08,Emilia Romagna,italy-Emilia Romagna,#7A2077,21,#42928F,Telecommunications,Telecomunicazioni,150402150,EUR
AC,Amministrazioni Centrali,1996,08,Emilia Romagna,italy-Emilia Romagna,#7A2077,22,#449256,Agriculture,Agricoltura,197159040,EUR
AC,Amministrazioni Centrali,1996,08,Emilia Romagna,italy-Emilia Romagna,#7A2077,24,#E29826,Tourism,Turismo,3413820,EUR
AC,Amministrazioni Centrali,1996,08,Emilia Romagna,italy-Emilia Romagna,#7A2077,25,#2458A3,Commerce,Commercio,100039790,EUR
AC,Amministrazioni Centrali,1996,08,Emilia Romagna,italy-Emilia Romagna,#7A2077,26,#42928F,Industry and Handicrafts,Industria e Artigianato,130667150,EUR
AC,Amministrazioni Centrali,1996,08,Emilia Romagna,italy-Emilia Romagna,#7A2077,27,#CA221D,Energy,Energia,2302010,EUR
AC,Amministrazioni Centrali,1996,08,Emilia Romagna,italy-Emilia Romagna,#7A2077,29,#EDC92D,Other economic sectors,Altre in campo economico,656680210,EUR
AC,Amministrazioni Centrali,1996,08,Emilia Romagna,italy-Emilia Romagna,#7A2077,30,#42928F,Unclassified expenditure,Oneri non ripartibili,9340356630,EUR
AC,Amministrazioni Centrali,1996,09,Toscana,italy-Toscana,#481B79,1,#449256,General Administration,Amministrazione Generale,1314723700,EUR
AC,Amministrazioni Centrali,1996,09,Toscana,italy-Toscana,#481B79,2,#6AAC32,Defence,Difesa,659862300,EUR
AC,Amministrazioni Centrali,1996,09,Toscana,italy-Toscana,#481B79,3,#D32645,Public Safety,Sicurezza pubblica,584538440,EUR
AC,Amministrazioni Centrali,1996,09,Toscana,italy-Toscana,#481B79,4,#481B79,Justice,Giustizia,232073340,EUR
AC,Amministrazioni Centrali,1996,09,Toscana,italy-Toscana,#481B79,5,#6AAC32,Education,Istruzione,1300978830,EUR
AC,Amministrazioni Centrali,1996,09,Toscana,italy-Toscana,#481B79,7,#2458A3,Research & Development (R & D),Ricerca e Sviluppo (R. & S.),115638660,EUR
AC,Amministrazioni Centrali,1996,09,Toscana,italy-Toscana,#481B79,8,#EDC92D,Culture and recreation facilities,Cultura e servizi ricreativi,307111200,EUR
AC,Amministrazioni Centrali,1996,09,Toscana,italy-Toscana,#481B79,9,#449256,Housing and Urban,Edilizia abitativa e urbanistica,63915260,EUR
AC,Amministrazioni Centrali,1996,09,Toscana,italy-Toscana,#481B79,10,#2458A3,Health ',Sanita',201679520,EUR
AC,Amministrazioni Centrali,1996,09,Toscana,italy-Toscana,#481B79,11,#C22769,Interventions in the social sphere (assist. and benefits.),Interventi in campo sociale (assist. e benef.),1322460590,EUR
AC,Amministrazioni Centrali,1996,09,Toscana,italy-Toscana,#481B79,12,#211D79,Water,Acqua,14393910,EUR
AC,Amministrazioni Centrali,1996,09,Toscana,italy-Toscana,#481B79,13,#42928F,Sewers and Water,Fognature e depurazione Acque,907850,EUR
AC,Amministrazioni Centrali,1996,09,Toscana,italy-Toscana,#481B79,14,#44913D,Environment,Ambiente,4153870,EUR
AC,Amministrazioni Centrali,1996,09,Toscana,italy-Toscana,#481B79,17,#7A2077,Labour,Lavoro,44062700,EUR
AC,Amministrazioni Centrali,1996,09,Toscana,italy-Toscana,#481B79,18,#CA221D,Retirement and wage subsidies,Previdenza e Integrazioni Salariali,12890349110,EUR
AC,Amministrazioni Centrali,1996,09,Toscana,italy-Toscana,#481B79,19,#14388C,Other transport,Altri trasporti,909581450,EUR
AC,Amministrazioni Centrali,1996,09,Toscana,italy-Toscana,#481B79,20,#CD531C,ROAD ',Viabilita',133846140,EUR
AC,Amministrazioni Centrali,1996,09,Toscana,italy-Toscana,#481B79,21,#42928F,Telecommunications,Telecomunicazioni,154694240,EUR
AC,Amministrazioni Centrali,1996,09,Toscana,italy-Toscana,#481B79,22,#449256,Agriculture,Agricoltura,121012900,EUR
